Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Towards a model-driven approach for multiexperience AI-based user interfaces","Software and Systems Modeling","","20","4","10.1007/s10270-021-00904-y","Elena PlanasGwendal DanielMarco BrambillaJordi Cabot","2021","http://link.springer.com/article/10.1007/s10270-021-00904-y","Article"
"Detection of Inconsistencies in SysML/OCL Models Using OWL Reasoning","SN Computer Science","","4","2","10.1007/s42979-022-01577-0","Shan LuAlexey TazinYanji ChenMieczyslaw M. KokarJeff Smith","2023","http://link.springer.com/article/10.1007/s42979-022-01577-0","Article"
"Weighted software metrics aggregation and its application to defect prediction","Empirical Software Engineering","","26","5","10.1007/s10664-021-09984-2","Maria UlanWelf LöweMorgan EricssonAnna Wingkvist","2021","http://link.springer.com/article/10.1007/s10664-021-09984-2","Article"
"Real-Time Detection of Dictionary DGA Network Traffic Using Deep Learning","SN Computer Science","","2","2","10.1007/s42979-021-00507-w","Kate HighnamDomenic PuzioSong LuoNicholas R. Jennings","2021","http://link.springer.com/article/10.1007/s42979-021-00507-w","Article"
"Static data-flow analysis for software product lines in C","Automated Software Engineering","","29","1","10.1007/s10515-022-00333-1","Philipp Dominik SchubertPaul GazzilloZach PattersonJulian BrahaFabian SchiebelBen HermannShiyi WeiEric Bodden","2022","http://link.springer.com/article/10.1007/s10515-022-00333-1","Article"
"Interpretation of Swedish Sign Language Using Convolutional Neural Networks and Transfer Learning","SN Computer Science","","2","3","10.1007/s42979-021-00612-w","Gustaf HalvardssonJohanna PetersonCésar Soto-ValeroBenoit Baudry","2021","http://link.springer.com/article/10.1007/s42979-021-00612-w","Article"
"The significance of bug report elements","Empirical Software Engineering","","25","6","10.1007/s10664-020-09882-z","Mozhan SoltaniFelienne HermansThomas Bäck","2020","http://link.springer.com/article/10.1007/s10664-020-09882-z","Article"
"Software quality tools and techniques presented in FASE’17","International Journal on Software Tools for Technology Transfer","","20","6","10.1007/s10009-018-0504-7","Marieke HuismanJulia Rubin","2018","http://link.springer.com/article/10.1007/s10009-018-0504-7","Article"
"Editorial to theme section on open environmental software systems modeling","Software and Systems Modeling","","21","4","10.1007/s10270-022-01032-x","Tao YuePaolo ArcainiJi WuXiaowei Huang","2022","http://link.springer.com/article/10.1007/s10270-022-01032-x","Article"
"Automated model analysis tools and techniques presented at FASE 2019","International Journal on Software Tools for Technology Transfer","","23","3","10.1007/s10009-020-00589-6","Reiner HähnleWil van der Aalst","2021","http://link.springer.com/article/10.1007/s10009-020-00589-6","Article"
"Smoke testing for machine learning: simple tests to discover severe bugs","Empirical Software Engineering","","27","2","10.1007/s10664-021-10073-7","Steffen HerboldTobias Haar","2022","http://link.springer.com/article/10.1007/s10664-021-10073-7","Article"
"An empirical study on the interplay between semantic coupling and co-change of software classes","Empirical Software Engineering","","23","3","10.1007/s10664-017-9569-2","Nemitari AjienkaAndrea CapiluppiSteve Counsell","2018","http://link.springer.com/article/10.1007/s10664-017-9569-2","Article"
"Studying the characteristics of SQL-related development tasks: An empirical study","Empirical Software Engineering","","28","3","10.1007/s10664-023-10295-x","Daniel Alencar da CostaNatalie GrattanNigel StangerSherlock A. Licorish","2023","http://link.springer.com/article/10.1007/s10664-023-10295-x","Article"
"AI-powered model repair: an experience report—lessons learned, challenges, and opportunities","Software and Systems Modeling","","21","3","10.1007/s10270-022-00983-5","Angela BarrigaAdrian RutleRogardt Heldal","2022","http://link.springer.com/article/10.1007/s10270-022-00983-5","Article"
"Image Processing for the Prevention of Infectious Diseases","New Generation Computing","","39","3 - 4","10.1007/s00354-021-00137-z","Sho HiguchiShunichi TaniguchiYuta KawasakiAtom Sonoda","2021","http://link.springer.com/article/10.1007/s00354-021-00137-z","Article"
"Bridging proprietary modelling and open-source model management tools: the case of PTC Integrity Modeller and Epsilon","Software and Systems Modeling","","19","1","10.1007/s10270-019-00732-1","Athanasios ZolotasHoracio Hoyos RodriguezStuart HutchessonBeatriz Sanchez PinaAlan GriggMole LiDimitrios S. KolovosRichard F. Paige","2020","http://link.springer.com/article/10.1007/s10270-019-00732-1","Article"
"The Relation of Test-Related Factors to Software Quality: A Case Study on Apache Systems","Empirical Software Engineering","","26","2","10.1007/s10664-020-09891-y","Fabiano PecorelliFabio PalombaAndrea De Lucia","2021","http://link.springer.com/article/10.1007/s10664-020-09891-y","Article"
"Towards effective assessment of steady state performance in Java software: are we there yet?","Empirical Software Engineering","","28","1","10.1007/s10664-022-10247-x","Luca TrainiVittorio CortellessaDaniele Di PompeoMichele Tucci","2022","http://link.springer.com/article/10.1007/s10664-022-10247-x","Article"
"Verifying OpenJDK’s LinkedList using KeY (extended paper)","International Journal on Software Tools for Technology Transfer","","24","5","10.1007/s10009-022-00679-7","Hans-Dieter A. HiepOlaf MaathuisJinting BianFrank S. de BoerStijn de Gouw","2022","http://link.springer.com/article/10.1007/s10009-022-00679-7","Article"
"Special section of BPMDS’2013: coping with complexity in business processes","Software & Systems Modeling","","15","2","10.1007/s10270-015-0468-y","Selmin NurcanRainer Schmidt","2016","http://link.springer.com/article/10.1007/s10270-015-0468-y","Article"
"Investigation and prediction of open source software evolution using automated parameter mining for agent-based simulation","Automated Software Engineering","","28","1","10.1007/s10515-021-00280-3","Daniel HonselVerena HerboldStephan WaackJens Grabowski","2021","http://link.springer.com/article/10.1007/s10515-021-00280-3","Article"
"Search-based fairness testing for regression-based machine learning systems","Empirical Software Engineering","","27","3","10.1007/s10664-022-10116-7","Anjana PereraAldeida AletiChakkrit TantithamthavornJirayus JiarpakdeeBurak TurhanLisa KuhnKatie Walker","2022","http://link.springer.com/article/10.1007/s10664-022-10116-7","Article"
"An empirical study on self-admitted technical debt in Dockerfiles","Empirical Software Engineering","","27","2","10.1007/s10664-021-10081-7","Hideaki AzumaShinsuke MatsumotoYasutaka KameiShinji Kusumoto","2022","http://link.springer.com/article/10.1007/s10664-021-10081-7","Article"
"Methods of medical data management based on blockchain technologies","Journal of Reliable Intelligent Environments","","9","1","10.1007/s40860-022-00178-1","Tetiana HovorushchenkoArtem MoskalenkoVitaliy Osyadlyi","2023","http://link.springer.com/article/10.1007/s40860-022-00178-1","Article"
"Early timing analysis based on scenario requirements and platform models","Software and Systems Modeling","","21","6","10.1007/s10270-022-01002-3","Jörg HoltmannJulien DeantoniMarkus Fockel","2022","http://link.springer.com/article/10.1007/s10270-022-01002-3","Article"
"Declarative Data Flow in a Graph-Based Distributed Memory Runtime System","International Journal of Parallel Programming","","51","2 - 3","10.1007/s10766-022-00743-4","Fabian KnorrPeter ThomanThomas Fahringer","2023","http://link.springer.com/article/10.1007/s10766-022-00743-4","Article"
"Shared Mobility Intelligence Using Permissioned Blockchains for Smart Cities","New Generation Computing","","40","4","10.1007/s00354-021-00147-x","Shajulin Benedict","2022","http://link.springer.com/article/10.1007/s00354-021-00147-x","Article"
"On the evolution and impact of architectural smells—an industrial case study","Empirical Software Engineering","","27","4","10.1007/s10664-022-10132-7","Darius SasParis AvgeriouUmut Uyumaz","2022","http://link.springer.com/article/10.1007/s10664-022-10132-7","Article"
"PRINS: scalable model inference for component-based system logs","Empirical Software Engineering","","27","4","10.1007/s10664-021-10111-4","Donghwan ShinDomenico BianculliLionel Briand","2022","http://link.springer.com/article/10.1007/s10664-021-10111-4","Article"
"Data-driven software design with Constraint Oriented Multi-variate Bandit Optimization (COMBO)","Empirical Software Engineering","","25","5","10.1007/s10664-020-09856-1","Rasmus RosMikael Hammar","2020","http://link.springer.com/article/10.1007/s10664-020-09856-1","Article"
"On the adoption of blockchain for business process monitoring","Software and Systems Modeling","","21","3","10.1007/s10270-021-00959-x","Claudio Di CiccioGiovanni MeroniPierluigi Plebani","2022","http://link.springer.com/article/10.1007/s10270-021-00959-x","Article"
"Retraction Note: DOOR: Distributed Object Oriented Software Restructuring Approach Using Neural Network","Programming and Computer Software","","46","8","10.1134/S0361768820220016","Ahmed Khan","2020","http://link.springer.com/article/10.1134/S0361768820220016","Article"
"Algorithm selection for software validation based on graph kernels","Automated Software Engineering","","27","1 - 2","10.1007/s10515-020-00270-x","Cedric RichterEyke HüllermeierMarie-Christine JakobsHeike Wehrheim","2020","http://link.springer.com/article/10.1007/s10515-020-00270-x","Article"
"A conceptual model for unifying variability in space and time: Rationale, validation, and illustrative applications","Empirical Software Engineering","","27","5","10.1007/s10664-021-10097-z","Sofia AnanievaSandra GreinerTimo KehrerJacob KrügerThomas KühnLukas LinsbauerSten GrünerAnne KoziolekHenrik LönnS. RameshRalf Reussner","2022","http://link.springer.com/article/10.1007/s10664-021-10097-z","Article"
"Effects of variability in models: a family of experiments","Empirical Software Engineering","","27","3","10.1007/s10664-021-10112-3","Wardah MahmoodDaniel StrüberAnthony AnjorinThorsten Berger","2022","http://link.springer.com/article/10.1007/s10664-021-10112-3","Article"
"Agent programming in the cognitive era","Autonomous Agents and Multi-Agent Systems","","34","2","10.1007/s10458-020-09453-y","Rafael H. BordiniAmal El Fallah SeghrouchniKoen HindriksBrian LoganAlessandro Ricci","2020","http://link.springer.com/article/10.1007/s10458-020-09453-y","Article"
"Reinforcement learning as a basis for cross domain fusion of heterogeneous data","Informatik Spektrum","","45","4","10.1007/s00287-022-01468-x","Sören ChristensenSven Tomforde","2022","http://link.springer.com/article/10.1007/s00287-022-01468-x","Article"
"Reinforcement learning as a basis for cross domain fusion of heterogeneous data","Informatik Spektrum","","45","5","10.1007/s00287-022-01487-8","Sören ChristensenSven Tomforde","2022","http://link.springer.com/article/10.1007/s00287-022-01487-8","Article"
"Erratum to: Methods of Spatial Indexing of Dynamic Scenes Based on Regular Octrees","Programming and Computer Software","","44","6","10.1134/S0361768818060130","V. A. ZolotovK. S. PetrishchevV. A. Semenov","2018","http://link.springer.com/article/10.1134/S0361768818060130","Article"
"Algorithmic Skeletons and Parallel Design Patterns in Mainstream Parallel Programming","International Journal of Parallel Programming","","49","2","10.1007/s10766-020-00684-w","Marco DaneluttoGabriele MencagliMassimo TorquatiHoracio González–VélezPeter Kilpatrick","2021","http://link.springer.com/article/10.1007/s10766-020-00684-w","Article"
"Trustworthy agent-based simulation: the case for domain-specific modelling languages","Software and Systems Modeling","","22","2","10.1007/s10270-023-01082-9","Steffen ZschalerFiona A. C. Polack","2023","http://link.springer.com/article/10.1007/s10270-023-01082-9","Article"
"Model-based testing for software safety: a systematic mapping study","Software Quality Journal","","26","4","10.1007/s11219-017-9386-2","Havva Gulay GurbuzBedir Tekinerdogan","2018","http://link.springer.com/article/10.1007/s11219-017-9386-2","Article"
"Ergo, SMIRK is safe: a safety case for a machine learning component in a pedestrian automatic emergency brake system","Software Quality Journal","","","","10.1007/s11219-022-09613-1","Markus BorgJens HenrikssonKasper SochaOlof LennartssonElias Sonnsjö LönegrenThanh BuiPiotr TomaszewskiSankar Raman SathyamoorthySebastian BrinkMahshid Helali Moghadam","2023","http://link.springer.com/article/10.1007/s11219-022-09613-1","Article"
"New directions for applied knowledge-based AI and machine learning","Informatik Spektrum","","46","2","10.1007/s00287-022-01513-9","Bernhard G. HummPhil ArcherHermann BenseCarolynn BernierChristian GoetzThomas HoppeFabienne SchumannMelanie SiegelRigo WenningAlexander Zender","2023","http://link.springer.com/article/10.1007/s00287-022-01513-9","Article"
"What am I testing and where? Comparing testing procedures based on lightweight requirements annotations","Empirical Software Engineering","","25","4","10.1007/s10664-020-09815-w","Florian PudlitzFlorian BrokhausenAndreas Vogelsang","2020","http://link.springer.com/article/10.1007/s10664-020-09815-w","Article"
"On the spread and evolution of dead methods in Java desktop applications: an exploratory study","Empirical Software Engineering","","28","3","10.1007/s10664-023-10303-0","Danilo CaivanoPietro CassieriSimone RomanoGiuseppe Scanniello","2023","http://link.springer.com/article/10.1007/s10664-023-10303-0","Article"
"Development effort estimation in free/open source software from activity in version control systems","Empirical Software Engineering","","27","6","10.1007/s10664-022-10166-x","Gregorio RoblesAndrea CapiluppiJesus M. Gonzalez-BarahonaBjörn LundellJonas Gamalielsson","2022","http://link.springer.com/article/10.1007/s10664-022-10166-x","Article"
"Basic block coverage for search-based unit testing and crash reproduction","Empirical Software Engineering","","27","7","10.1007/s10664-022-10155-0","Pouria DerakhshanfarXavier DevroeyAndy Zaidman","2022","http://link.springer.com/article/10.1007/s10664-022-10155-0","Article"
"Metric-centered and technology-independent architectural views for software comprehension","Journal of Software Engineering Research and Development","","6","1","10.1186/s40411-018-0060-6","Luis F. MendivelsoKelly GarcésRubby Casallas","2018","http://link.springer.com/article/10.1186/s40411-018-0060-6","Article"
"Using two case studies to explore the applicability of VIATRA for the model-driven engineering of mechatronic production systems","Software and Systems Modeling","","21","4","10.1007/s10270-021-00962-2","Gennadiy KoltunMathis Pundel","2022","http://link.springer.com/article/10.1007/s10270-021-00962-2","Article"
"PerformERL: a performance testing framework for erlang","Distributed Computing","","35","5","10.1007/s00446-022-00429-7","Walter CazzolaFrancesco CesariniLuca Tansini","2022","http://link.springer.com/article/10.1007/s00446-022-00429-7","Article"
"Guest editorial to the theme section on AI-enhanced model-driven engineering","Software and Systems Modeling","","21","3","10.1007/s10270-022-00988-0","Lola BurgueñoJordi CabotManuel WimmerSteffen Zschaler","2022","http://link.springer.com/article/10.1007/s10270-022-00988-0","Article"
"Impact of COVID-19 on Public Transportation and Road Safety in Bangladesh","SN Computer Science","","2","6","10.1007/s42979-021-00849-5","Md. Ebrahim ShaikQuazi Sazzad HossainG. M. Forhad Faisal Rony","2021","http://link.springer.com/article/10.1007/s42979-021-00849-5","Article"
"PARMOREL: a framework for customizable model repair","Software and Systems Modeling","","21","5","10.1007/s10270-022-01005-0","Angela BarrigaRogardt HeldalAdrian RutleLudovico Iovino","2022","http://link.springer.com/article/10.1007/s10270-022-01005-0","Article"
"Classification for the Concrete Syntax of Graph-Like Modeling Languages","SN Computer Science","","4","2","10.1007/s42979-022-01574-3","Gregor WrobelRobert Scheffler","2023","http://link.springer.com/article/10.1007/s42979-022-01574-3","Article"
"Characteristics, potentials, and limitations of open-source Simulink projects for empirical research","Software and Systems Modeling","","20","6","10.1007/s10270-021-00883-0","Alexander BollFlorian BrokhausenTiago AmorimTimo KehrerAndreas Vogelsang","2021","http://link.springer.com/article/10.1007/s10270-021-00883-0","Article"
"Deep Learning: A Comprehensive Overview on Techniques, Taxonomy, Applications and Research Directions","SN Computer Science","","2","6","10.1007/s42979-021-00815-1","Iqbal H. Sarker","2021","http://link.springer.com/article/10.1007/s42979-021-00815-1","Article"
"Investigating the effectiveness of peer code review in distributed software development based on objective and subjective data","Journal of Software Engineering Research and Development","","6","1","10.1186/s40411-018-0058-0","Eduardo Witter dos SantosIngrid Nunes","2018","http://link.springer.com/article/10.1186/s40411-018-0058-0","Article"
"The AI Methods, Capabilities and Criticality Grid","KI - Künstliche Intelligenz","","35","3 - 4","10.1007/s13218-021-00736-4","Thomas SchmidWolfgang HildesheimTaras HoloyadKinga Schumacher","2021","http://link.springer.com/article/10.1007/s13218-021-00736-4","Article"
"Software Product System Model: A Customer-Value Oriented, Adaptable, DevOps-Based Product Model","SN Computer Science","","3","1","10.1007/s42979-021-00899-9","Haluk AltunelBilge Say","2021","http://link.springer.com/article/10.1007/s42979-021-00899-9","Article"
"A Differentiated Discussion About AI Education K-12","KI - Künstliche Intelligenz","","35","2","10.1007/s13218-021-00724-8","Gerald SteinbauerMartin KandlhoferTara ChklovskiFredrik HeintzSven Koenig","2021","http://link.springer.com/article/10.1007/s13218-021-00724-8","Article"
"Using Design-Based Research for a Technological Intervention to Promote Parental Involvement in Kindergarten","SN Computer Science","","4","3","10.1007/s42979-023-01666-8","Dionísia LaranjeiroMaria João AntunesPaula Santos","2023","http://link.springer.com/article/10.1007/s42979-023-01666-8","Article"
"A language and framework for dynamic component ensembles in smart systems","International Journal on Software Tools for Technology Transfer","","22","4","10.1007/s10009-020-00558-z","Tomas BuresIlias GerostathopoulosPetr HnetynkaFrantisek PlasilFilip KrijtJiri VinarekJan Kofron","2020","http://link.springer.com/article/10.1007/s10009-020-00558-z","Article"
"Plascua: Programming Language Support for Continuous User Authentication","SN Computer Science","","3","6","10.1007/s42979-022-01293-9","Julius MuganjiEngineer Bainomugisha","2022","http://link.springer.com/article/10.1007/s42979-022-01293-9","Article"
"The Improvement of Segmentation of Lung Pathologies and Pleural Effusion on CT-scans of Patients with Covid-19","Programming and Computer Software","","47","4","10.1134/S0361768821030063","D. LashchenovaA. GromovA. KonushinA. Mesheryakova","2021","http://link.springer.com/article/10.1134/S0361768821030063","Article"
"One-class Classification for Identifying COVID-19 in X-Ray Images","Programming and Computer Software","","48","4","10.1134/S0361768822040041","Eduardo Perez-CaretaDelia Irazú Hernández-FaríasJosé Rafael Guzman-SepulvedaMiguel Torres CisnerosTeodoro Cordoba-FragaJuan Carlos Martinez EspinozaRafael Guzman-Cabrera","2022","http://link.springer.com/article/10.1134/S0361768822040041","Article"
"Towards Conversational Agents to support Informal Caregivers of People with Dementia: Challenges and Opportunities","Programming and Computer Software","","48","8","10.1134/S036176882208014X","Samantha JiménezJesús FavelaAngeles QuezadaRaj RamachandranReyes Juárez-Ramírez","2022","http://link.springer.com/article/10.1134/S036176882208014X","Article"
"A personal retrospective on language workbenches","Software and Systems Modeling","","","","10.1007/s10270-023-01101-9","Mark van den Brand","2023","http://link.springer.com/article/10.1007/s10270-023-01101-9","Article"
"Guest editorial: special issue on modeling and mitigation techniques for software aging","Software Quality Journal","","28","1","10.1007/s11219-020-09496-0","Zheng ZhengKishor S. Trivedi","2020","http://link.springer.com/article/10.1007/s11219-020-09496-0","Article"
"Automating integration under emergent constraints for embedded systems","SICS Software-Intensive Cyber-Physical Systems","","35","3 - 4","10.1007/s00450-021-00428-2","Johannes SchlatowEdgard SchmidtRolf Ernst","2021","http://link.springer.com/article/10.1007/s00450-021-00428-2","Article"
"Tools and algorithms for the construction and analysis of systems: a special issue for TACAS 2020","International Journal on Software Tools for Technology Transfer","","24","5","10.1007/s10009-022-00677-9","Armin BiereDavid Parker","2022","http://link.springer.com/article/10.1007/s10009-022-00677-9","Article"
"A generic framework for representing and analyzing model concurrency","Software and Systems Modeling","","","","10.1007/s10270-022-01073-2","Steffen ZschalerErwan BousseJulien DeantoniBenoit Combemale","2023","http://link.springer.com/article/10.1007/s10270-022-01073-2","Article"
"Verification and refutation of C programs based on k-induction and invariant inference","International Journal on Software Tools for Technology Transfer","","23","2","10.1007/s10009-020-00564-1","Omar M. AlhawiHerbert RochaMikhail R. GadelhaLucas C. CordeiroEddie Batista","2021","http://link.springer.com/article/10.1007/s10009-020-00564-1","Article"
"Distributed-Memory FastFlow Building Blocks","International Journal of Parallel Programming","","51","1","10.1007/s10766-022-00750-5","Nicolò TonciMassimo TorquatiGabriele MencagliMarco Danelutto","2023","http://link.springer.com/article/10.1007/s10766-022-00750-5","Article"
"Hidden Monitoring Based on Keystroke Dynamics in Online Examination System","Programming and Computer Software","","48","6","10.1134/S0361768822060044","E. A. KochegurovaR. P. Zateev","2022","http://link.springer.com/article/10.1134/S0361768822060044","Article"
"A Deterministic Portable Parallel Pseudo-Random Number Generator for Pattern-Based Programming of Heterogeneous Parallel Systems","International Journal of Parallel Programming","","50","3 - 4","10.1007/s10766-022-00726-5","August ErnstssonNicolas VandenbergenJörg KellerChristoph Kessler","2022","http://link.springer.com/article/10.1007/s10766-022-00726-5","Article"
"Static generation of UML sequence diagrams","International Journal on Software Tools for Technology Transfer","","23","1","10.1007/s10009-019-00545-z","Chris AlvinBrian PetersonSupratik Mukhopadhyay","2021","http://link.springer.com/article/10.1007/s10009-019-00545-z","Article"
"An empirical investigation on the challenges of creating custom static analysis rules for defect localization","Software Quality Journal","","30","3","10.1007/s11219-021-09580-z","Diogo S. MendonçaMarcos Kalinowski","2022","http://link.springer.com/article/10.1007/s11219-021-09580-z","Article"
"Projectional Editing of Software Product Lines Using Multi-variant Model Editors","SN Computer Science","","4","1","10.1007/s42979-022-01456-8","Johannes SchröpferThomas BuchmannBernhard Westfechtel","2022","http://link.springer.com/article/10.1007/s42979-022-01456-8","Article"
"Preface to the special issue on improving software quality through program analysis","Software Quality Journal","","29","3","10.1007/s11219-021-09563-0","Matthias GüdemannLeonardo Mariani","2021","http://link.springer.com/article/10.1007/s11219-021-09563-0","Article"
"On methods and tools for rigorous system design","International Journal on Software Tools for Technology Transfer","","23","5","10.1007/s10009-021-00632-0","Simon BliudzePanagiotis KatsarosSaddek BensalemMartin Wirsing","2021","http://link.springer.com/article/10.1007/s10009-021-00632-0","Article"
"Investigating the Interaction between Energy Consumption, Quality of Service, Reliability, Security, and Maintainability of Computer Systems and Networks","SN Computer Science","","2","1","10.1007/s42979-020-00404-8","Dionysios KehagiasMarija JankovicMiltiadis SiavvasErol Gelenbe","2021","http://link.springer.com/article/10.1007/s42979-020-00404-8","Article"
"Feature-oriented clone and pull operations for distributed development and evolution","Software Quality Journal","","30","4","10.1007/s11219-022-09591-4","Daniel HinterreiterLukas LinsbauerHerbert PrähoferPaul Grünbacher","2022","http://link.springer.com/article/10.1007/s11219-022-09591-4","Article"
"CVSkSA: cross-architecture vulnerability search in firmware based on kNN-SVM and attributed control flow graph","Software Quality Journal","","27","3","10.1007/s11219-018-9435-5","Dongdong ZhaoHong LinLinjun RanMushuai HanJing TianLiping LuShengwu XiongJianwen Xiang","2019","http://link.springer.com/article/10.1007/s11219-018-9435-5","Article"
"A Blockchain-Based System for Agri-Food Supply Chain Traceability Management","SN Computer Science","","3","4","10.1007/s42979-022-01148-3","Angelo MarcheseOrazio Tomarchio","2022","http://link.springer.com/article/10.1007/s42979-022-01148-3","Article"
"Mandrake: multiagent systems as a basis for programming fault-tolerant decentralized applications","Autonomous Agents and Multi-Agent Systems","","36","1","10.1007/s10458-021-09540-8","Samuel H. Christie VAmit K. ChopraMunindar P. Singh","2022","http://link.springer.com/article/10.1007/s10458-021-09540-8","Article"
"An Automatic System to Monitor the Physical Distance and Face Mask Wearing of Construction Workers in COVID-19 Pandemic","SN Computer Science","","3","1","10.1007/s42979-021-00894-0","Moein RazaviHamed AlikhaniVahid JanfazaBenyamin SadeghiEhsan Alikhani","2021","http://link.springer.com/article/10.1007/s42979-021-00894-0","Article"
"Bridging the model-to-code abstraction gap with fuzzy logic in model-based regression test selection","Software and Systems Modeling","","21","1","10.1007/s10270-021-00899-6","Walter CazzolaSudipto GhoshMohammed Al-RefaiGabriele Maurina","2022","http://link.springer.com/article/10.1007/s10270-021-00899-6","Article"
"Connecting software build with maintaining consistency between models: towards sound, optimal, and flexible building from megamodels","Software and Systems Modeling","","19","4","10.1007/s10270-020-00788-4","Perdita Stevens","2020","http://link.springer.com/article/10.1007/s10270-020-00788-4","Article"
"Restoration of Legacy Parallelism: Transforming Pthreads into Farm and Pipeline Patterns","International Journal of Parallel Programming","","49","6","10.1007/s10766-021-00716-z","Vladimir JanjicChristopher BrownAdam D. Barwell","2021","http://link.springer.com/article/10.1007/s10766-021-00716-z","Article"
"Resource-Aware Data Parallel Array Processing","International Journal of Parallel Programming","","48","4","10.1007/s10766-020-00664-0","Clemens GrelckCédric Blom","2020","http://link.springer.com/article/10.1007/s10766-020-00664-0","Article"
"Utilizing multi-level concepts for multi-phase modeling","Software and Systems Modeling","","21","4","10.1007/s10270-021-00963-1","Tobias FranzChristoph SeidlPhilipp M. FischerAndreas Gerndt","2022","http://link.springer.com/article/10.1007/s10270-021-00963-1","Article"
"Exploring the ERTMS/ETCS full moving block specification: an experience with formal methods","International Journal on Software Tools for Technology Transfer","","24","3","10.1007/s10009-022-00653-3","Davide BasileMaurice H. ter BeekAlessio FerrariAxel Legay","2022","http://link.springer.com/article/10.1007/s10009-022-00653-3","Article"
"Implementing QVT-R via semantic interpretation in UML-RSDS","Software and Systems Modeling","","20","3","10.1007/s10270-020-00824-3","K. LanoS. Kolahdouz-Rahimi","2021","http://link.springer.com/article/10.1007/s10270-020-00824-3","Article"
"Mixed-semantics composition of statecharts for the component-based design of reactive systems","Software and Systems Modeling","","19","6","10.1007/s10270-020-00806-5","Bence GraicsVince MolnárAndrás VörösIstván MajzikDániel Varró","2020","http://link.springer.com/article/10.1007/s10270-020-00806-5","Article"
"The Discourje project: run-time verification of communication protocols in Clojure","International Journal on Software Tools for Technology Transfer","","24","5","10.1007/s10009-022-00674-y","Ruben HamersErik HorlingsSung-Shik Jongmans","2022","http://link.springer.com/article/10.1007/s10009-022-00674-y","Article"
"Conversion Between Cubic Bezier Curves and Catmull–Rom Splines","SN Computer Science","","2","5","10.1007/s42979-021-00770-x","Soroosh Tayebi ArastehAdam Kalisz","2021","http://link.springer.com/article/10.1007/s42979-021-00770-x","Article"
"Specification and automated verification of atomic concurrent real-time transactions","Software and Systems Modeling","","20","2","10.1007/s10270-020-00819-0","Simin CaiBarbara GallinaDag NyströmCristina Seceleanu","2021","http://link.springer.com/article/10.1007/s10270-020-00819-0","Article"
"Similarity-based prioritization of test case automation","Software Quality Journal","","26","4","10.1007/s11219-017-9401-7","Daniel FlemströmPasqualina PotenaDaniel SundmarkWasif AfzalMarkus Bohlin","2018","http://link.springer.com/article/10.1007/s11219-017-9401-7","Article"
"Tools for the construction and analysis of systems","International Journal on Software Tools for Technology Transfer","","22","6","10.1007/s10009-020-00581-0","Dirk BeyerMarieke Huisman","2020","http://link.springer.com/article/10.1007/s10009-020-00581-0","Article"
"TOOLympics II: competitions on formal methods","International Journal on Software Tools for Technology Transfer","","23","6","10.1007/s10009-021-00631-1","Dirk BeyerMarieke HuismanFabrice KordonBernhard Steffen","2021","http://link.springer.com/article/10.1007/s10009-021-00631-1","Article"
"CPA/Tiger-MGP: test-goal set partitioning for efficient multi-goal test-suite generation","International Journal on Software Tools for Technology Transfer","","23","6","10.1007/s10009-020-00574-z","Sebastian RulandMalte LochauOliver FehseAndy Schürr","2021","http://link.springer.com/article/10.1007/s10009-020-00574-z","Article"
"Tools and algorithms for the construction and analysis of systems: a special issue on tool papers for TACAS 2021","International Journal on Software Tools for Technology Transfer","","25","2","10.1007/s10009-023-00699-x","Peter Gjøl JensenThomas Neele","2023","http://link.springer.com/article/10.1007/s10009-023-00699-x","Article"
"Extending single- to multi-variant model transformations by trace-based propagation of variability annotations","Software and Systems Modeling","","19","4","10.1007/s10270-020-00791-9","Bernhard WestfechtelSandra Greiner","2020","http://link.springer.com/article/10.1007/s10270-020-00791-9","Article"
"Modelling multi-criticality vehicular software systems: evolution of an industrial component model","Software and Systems Modeling","","19","5","10.1007/s10270-020-00795-5","Alessio BucaioniSaad MubeenFederico CiccozziAntonio CicchettiMikael Sjödin","2020","http://link.springer.com/article/10.1007/s10270-020-00795-5","Article"
"Reliable benchmarking: requirements and solutions","International Journal on Software Tools for Technology Transfer","","21","1","10.1007/s10009-017-0469-y","Dirk BeyerStefan LöwePhilipp Wendler","2019","http://link.springer.com/article/10.1007/s10009-017-0469-y","Article"
"Investigating Malware Propagation and Behaviour Using System and Network Pixel-Based Visualisation","SN Computer Science","","3","1","10.1007/s42979-021-00926-9","Jacob WilliamsPhil Legg","2021","http://link.springer.com/article/10.1007/s42979-021-00926-9","Article"
"Formal verification of OIL component specifications using mCRL2","International Journal on Software Tools for Technology Transfer","","24","3","10.1007/s10009-022-00658-y","Olav BunteLouis C. M. van GoolTim A. C. Willemse","2022","http://link.springer.com/article/10.1007/s10009-022-00658-y","Article"
"Hybrid stacked ensemble combined with genetic algorithms for diabetes prediction","Iran Journal of Computer Science","","5","3","10.1007/s42044-022-00100-1","Jafar AbdollahiBabak Nouri-Moghaddam","2022","http://link.springer.com/article/10.1007/s42044-022-00100-1","Article"
"Software review: the GPTIPS platform","Genetic Programming and Evolvable Machines","","21","1 - 2","10.1007/s10710-019-09366-0","Amir H. GandomiEhsan Atefi","2020","http://link.springer.com/article/10.1007/s10710-019-09366-0","Article"
